year,sample,island,pool,magna,longispina,pulex,poolname
1990,2,FO,2,0,1,0,FO-2
1991,1,FO,2,0,1,0,FO-2
1991,2,FO,2,0,1,0,FO-2
1992,1,FO,2,0,1,0,FO-2
1992,2,FO,2,0,0,0,FO-2
1993,1,FO,2,NA,NA,NA,FO-2
1993,2,FO,2,0,1,0,FO-2
1994,1,FO,2,0,1,0,FO-2
1994,2,FO,2,0,0,0,FO-2
1995,1,FO,2,0,0,0,FO-2
1995,2,FO,2,0,1,0,FO-2
1996,1,FO,2,0,1,0,FO-2
1996,2,FO,2,0,1,0,FO-2
1997,1,FO,2,0,0,0,FO-2
1997,2,FO,2,0,0,0,FO-2
1998,1,FO,2,0,1,0,FO-2
1998,2,FO,2,0,1,0,FO-2
1999,1,FO,2,0,1,0,FO-2
1999,2,FO,2,0,0,0,FO-2
2000,1,FO,2,0,1,1,FO-2
2000,2,FO,2,0,1,0,FO-2
2001,1,FO,2,0,1,0,FO-2
2001,2,FO,2,0,1,0,FO-2
2002,1,FO,2,0,0,0,FO-2
2002,2,FO,2,0,0,0,FO-2
2003,1,FO,2,0,1,0,FO-2
2003,2,FO,2,0,1,0,FO-2
2004,1,FO,2,0,1,0,FO-2
2004,2,FO,2,0,1,0,FO-2
2005,1,FO,2,0,1,0,FO-2
2005,2,FO,2,0,1,0,FO-2
2006,1,FO,2,0,1,0,FO-2
2006,2,FO,2,0,0,0,FO-2
2007,1,FO,2,0,0,0,FO-2
2007,2,FO,2,0,0,0,FO-2
2008,1,FO,2,0,0,0,FO-2
2008,2,FO,2,0,0,0,FO-2
1982,1,FO,3,NA,NA,NA,FO-3
1982,2,FO,3,0,1,0,FO-3
1983,1,FO,3,0,0,0,FO-3
1983,2,FO,3,0,1,0,FO-3
1984,1,FO,3,0,0,0,FO-3
1984,2,FO,3,0,1,0,FO-3
1985,1,FO,3,0,0,0,FO-3
1985,2,FO,3,0,1,0,FO-3
1986,1,FO,3,0,1,0,FO-3
1986,2,FO,3,0,1,0,FO-3
1987,1,FO,3,0,1,0,FO-3
1987,2,FO,3,0,1,0,FO-3
1988,1,FO,3,0,1,0,FO-3
1988,2,FO,3,0,1,0,FO-3
1989,1,FO,3,0,1,0,FO-3
1989,2,FO,3,0,1,0,FO-3
1990,1,FO,3,0,0,0,FO-3
1990,2,FO,3,0,0,0,FO-3
1991,1,FO,3,0,1,0,FO-3
1991,2,FO,3,0,1,0,FO-3
1992,1,FO,3,0,0,0,FO-3
1992,2,FO,3,0,1,0,FO-3
1993,1,FO,3,NA,NA,NA,FO-3
1993,2,FO,3,0,1,0,FO-3
1994,1,FO,3,0,1,0,FO-3
1994,2,FO,3,0,1,0,FO-3
1995,1,FO,3,0,1,0,FO-3
1995,2,FO,3,0,1,0,FO-3
1996,1,FO,3,0,1,0,FO-3
1996,2,FO,3,0,1,0,FO-3
1997,1,FO,3,0,1,0,FO-3
1997,2,FO,3,0,0,0,FO-3
1998,1,FO,3,0,1,0,FO-3
1998,2,FO,3,0,1,0,FO-3
1999,1,FO,3,0,1,0,FO-3
1999,2,FO,3,0,0,0,FO-3
2000,1,FO,3,0,1,1,FO-3
2000,2,FO,3,0,1,0,FO-3
2001,1,FO,3,0,1,0,FO-3
2001,2,FO,3,0,1,0,FO-3
2002,1,FO,3,0,0,0,FO-3
2002,2,FO,3,0,0,0,FO-3
2003,1,FO,3,0,0,0,FO-3
2003,2,FO,3,0,1,0,FO-3
2004,1,FO,3,0,1,0,FO-3
2004,2,FO,3,0,1,0,FO-3
2005,1,FO,3,0,1,0,FO-3
2005,2,FO,3,0,1,0,FO-3
2006,1,FO,3,0,1,0,FO-3
2006,2,FO,3,0,0,0,FO-3
2007,1,FO,3,0,0,0,FO-3
2007,2,FO,3,0,0,0,FO-3
2008,1,FO,3,0,0,0,FO-3
2008,2,FO,3,0,0,0,FO-3
1982,1,FO,4,NA,NA,NA,FO-4
1982,2,FO,4,0,0,0,FO-4
1983,1,FO,4,0,0,0,FO-4
1983,2,FO,4,0,0,0,FO-4
1984,1,FO,4,0,0,0,FO-4
1984,2,FO,4,0,1,0,FO-4
1985,1,FO,4,0,1,0,FO-4
1985,2,FO,4,0,0,0,FO-4
1986,1,FO,4,0,1,0,FO-4
1986,2,FO,4,0,1,0,FO-4
1987,1,FO,4,0,0,0,FO-4
1987,2,FO,4,0,0,0,FO-4
1988,1,FO,4,0,0,0,FO-4
1988,2,FO,4,0,0,0,FO-4
1989,1,FO,4,0,0,0,FO-4
1989,2,FO,4,0,0,0,FO-4
1990,1,FO,4,0,0,0,FO-4
1990,2,FO,4,0,0,0,FO-4
1991,1,FO,4,0,1,0,FO-4
1991,2,FO,4,0,1,0,FO-4
1992,1,FO,4,0,0,0,FO-4
1992,2,FO,4,0,1,0,FO-4
1993,1,FO,4,NA,NA,NA,FO-4
1993,2,FO,4,0,0,0,FO-4
1994,1,FO,4,0,0,0,FO-4
1994,2,FO,4,0,0,0,FO-4
1995,1,FO,4,0,0,0,FO-4
1995,2,FO,4,0,0,0,FO-4
1996,1,FO,4,0,0,0,FO-4
1996,2,FO,4,0,0,0,FO-4
1997,1,FO,4,0,0,0,FO-4
1997,2,FO,4,0,0,0,FO-4
1998,1,FO,4,1,1,0,FO-4
1998,2,FO,4,1,1,0,FO-4
1999,1,FO,4,0,0,0,FO-4
1999,2,FO,4,1,0,0,FO-4
2000,1,FO,4,0,1,0,FO-4
2000,2,FO,4,0,1,0,FO-4
2001,1,FO,4,0,1,0,FO-4
2001,2,FO,4,0,0,0,FO-4
2002,1,FO,4,0,0,0,FO-4
2002,2,FO,4,0,1,0,FO-4
2003,1,FO,4,0,1,0,FO-4
2003,2,FO,4,0,1,0,FO-4
2004,1,FO,4,0,1,0,FO-4
2004,2,FO,4,0,1,0,FO-4
2005,1,FO,4,0,1,0,FO-4
2005,2,FO,4,0,1,0,FO-4
2006,1,FO,4,0,0,0,FO-4
2006,2,FO,4,0,0,0,FO-4
2007,1,FO,4,0,0,0,FO-4
2007,2,FO,4,0,1,0,FO-4
2008,1,FO,4,0,0,0,FO-4
2008,2,FO,4,0,0,0,FO-4
1982,1,FO,5,NA,NA,NA,FO-5
1982,2,FO,5,0,0,0,FO-5
1983,1,FO,5,0,0,0,FO-5
1983,2,FO,5,0,0,0,FO-5
1984,1,FO,5,0,0,0,FO-5
1984,2,FO,5,0,1,0,FO-5
1985,1,FO,5,0,0,0,FO-5
1985,2,FO,5,0,1,0,FO-5
1986,1,FO,5,0,1,0,FO-5
1986,2,FO,5,0,0,0,FO-5
1987,1,FO,5,0,0,0,FO-5
1987,2,FO,5,0,0,0,FO-5
1988,1,FO,5,0,1,0,FO-5
1988,2,FO,5,0,0,0,FO-5
1989,1,FO,5,0,0,0,FO-5
1989,2,FO,5,0,0,0,FO-5
1990,1,FO,5,0,0,0,FO-5
1990,2,FO,5,0,0,0,FO-5
1991,1,FO,5,0,1,0,FO-5
1991,2,FO,5,0,1,0,FO-5
1992,1,FO,5,0,0,0,FO-5
1992,2,FO,5,0,0,0,FO-5
1993,1,FO,5,NA,NA,NA,FO-5
1993,2,FO,5,0,0,0,FO-5
1994,1,FO,5,0,0,0,FO-5
1994,2,FO,5,0,0,0,FO-5
1995,1,FO,5,0,0,0,FO-5
1995,2,FO,5,0,0,0,FO-5
1996,1,FO,5,0,1,0,FO-5
1996,2,FO,5,0,1,0,FO-5
1997,1,FO,5,0,0,0,FO-5
1997,2,FO,5,0,0,0,FO-5
1998,1,FO,5,0,1,0,FO-5
1998,2,FO,5,0,0,0,FO-5
1999,1,FO,5,0,0,0,FO-5
1999,2,FO,5,0,0,0,FO-5
2000,1,FO,5,0,0,0,FO-5
2000,2,FO,5,0,0,0,FO-5
2001,1,FO,5,0,1,0,FO-5
2001,2,FO,5,0,0,0,FO-5
2002,1,FO,5,0,0,0,FO-5
2002,2,FO,5,0,1,0,FO-5
2003,1,FO,5,0,0,0,FO-5
2003,2,FO,5,0,0,0,FO-5
2004,1,FO,5,0,1,0,FO-5
2004,2,FO,5,0,1,0,FO-5
2005,1,FO,5,0,0,0,FO-5
2005,2,FO,5,0,1,0,FO-5
2006,1,FO,5,0,0,0,FO-5
2006,2,FO,5,0,0,0,FO-5
2007,1,FO,5,0,0,0,FO-5
2007,2,FO,5,0,1,0,FO-5
2008,1,FO,5,0,0,0,FO-5
2008,2,FO,5,0,0,0,FO-5
1982,1,FO,6,NA,NA,NA,FO-6
1982,2,FO,6,0,1,0,FO-6
1983,1,FO,6,0,0,0,FO-6
1983,2,FO,6,0,1,0,FO-6
1984,1,FO,6,0,0,0,FO-6
1984,2,FO,6,0,1,0,FO-6
1985,1,FO,6,0,0,0,FO-6
1985,2,FO,6,1,1,0,FO-6
1986,1,FO,6,0,0,0,FO-6
1986,2,FO,6,0,1,0,FO-6
1987,1,FO,6,0,0,0,FO-6
1987,2,FO,6,0,0,0,FO-6
1988,1,FO,6,0,0,0,FO-6
1988,2,FO,6,0,0,0,FO-6
1989,1,FO,6,0,0,0,FO-6
1989,2,FO,6,0,0,0,FO-6
1990,1,FO,6,0,0,0,FO-6
1990,2,FO,6,0,0,0,FO-6
1991,1,FO,6,0,1,0,FO-6
1991,2,FO,6,0,1,0,FO-6
1992,1,FO,6,0,0,0,FO-6
1992,2,FO,6,0,1,0,FO-6
1993,1,FO,6,NA,NA,NA,FO-6
1993,2,FO,6,0,0,0,FO-6
1994,1,FO,6,0,0,0,FO-6
1994,2,FO,6,0,0,0,FO-6
1995,1,FO,6,0,0,0,FO-6
1995,2,FO,6,0,0,0,FO-6
1996,1,FO,6,0,0,0,FO-6
1996,2,FO,6,0,0,0,FO-6
1997,1,FO,6,0,0,0,FO-6
1997,2,FO,6,0,0,0,FO-6
1998,1,FO,6,0,1,0,FO-6
1998,2,FO,6,0,1,0,FO-6
1999,1,FO,6,0,0,0,FO-6
1999,2,FO,6,0,1,0,FO-6
2000,1,FO,6,0,0,0,FO-6
2000,2,FO,6,0,1,0,FO-6
2001,1,FO,6,0,1,0,FO-6
2001,2,FO,6,0,1,0,FO-6
2002,1,FO,6,0,0,0,FO-6
2002,2,FO,6,0,0,0,FO-6
2003,1,FO,6,0,0,0,FO-6
2003,2,FO,6,0,0,0,FO-6
2004,1,FO,6,0,0,0,FO-6
2004,2,FO,6,1,0,0,FO-6
2005,1,FO,6,0,0,0,FO-6
2005,2,FO,6,0,0,0,FO-6
2006,1,FO,6,0,1,0,FO-6
2006,2,FO,6,0,0,0,FO-6
2007,1,FO,6,0,0,0,FO-6
2007,2,FO,6,0,0,0,FO-6
2008,1,FO,6,0,0,0,FO-6
2008,2,FO,6,0,0,0,FO-6
1982,1,FO,7,NA,NA,NA,FO-7
1982,2,FO,7,0,1,0,FO-7
1983,1,FO,7,0,0,0,FO-7
1983,2,FO,7,0,1,0,FO-7
1984,1,FO,7,0,0,0,FO-7
1984,2,FO,7,0,1,0,FO-7
1985,1,FO,7,0,0,0,FO-7
1985,2,FO,7,0,1,0,FO-7
1986,1,FO,7,0,1,0,FO-7
1986,2,FO,7,0,0,0,FO-7
1987,1,FO,7,0,0,0,FO-7
1987,2,FO,7,0,0,0,FO-7
1988,1,FO,7,0,0,0,FO-7
1988,2,FO,7,0,0,0,FO-7
1989,1,FO,7,0,0,0,FO-7
1989,2,FO,7,0,0,0,FO-7
1990,1,FO,7,0,0,0,FO-7
1990,2,FO,7,0,1,0,FO-7
1991,1,FO,7,0,0,0,FO-7
1991,2,FO,7,0,1,0,FO-7
1992,1,FO,7,0,0,0,FO-7
1992,2,FO,7,0,1,0,FO-7
1993,1,FO,7,NA,NA,NA,FO-7
1993,2,FO,7,0,0,0,FO-7
1994,1,FO,7,0,0,0,FO-7
1994,2,FO,7,0,0,0,FO-7
1995,1,FO,7,0,0,0,FO-7
1995,2,FO,7,0,0,0,FO-7
1996,1,FO,7,0,0,0,FO-7
1996,2,FO,7,0,1,0,FO-7
1997,1,FO,7,0,0,0,FO-7
1997,2,FO,7,0,0,0,FO-7
1998,1,FO,7,1,1,0,FO-7
1998,2,FO,7,1,1,0,FO-7
1999,1,FO,7,0,0,0,FO-7
1999,2,FO,7,0,0,0,FO-7
2000,1,FO,7,0,0,0,FO-7
2000,2,FO,7,0,1,0,FO-7
2001,1,FO,7,0,1,0,FO-7
2001,2,FO,7,0,0,0,FO-7
2002,1,FO,7,0,0,0,FO-7
2002,2,FO,7,0,0,0,FO-7
2003,1,FO,7,1,1,0,FO-7
2003,2,FO,7,0,0,0,FO-7
2004,1,FO,7,0,1,0,FO-7
2004,2,FO,7,0,1,0,FO-7
2005,1,FO,7,0,0,0,FO-7
2005,2,FO,7,0,1,0,FO-7
2006,1,FO,7,0,0,0,FO-7
2006,2,FO,7,0,0,0,FO-7
2007,1,FO,7,0,0,0,FO-7
2007,2,FO,7,0,1,0,FO-7
2008,1,FO,7,0,0,0,FO-7
2008,2,FO,7,0,0,0,FO-7
1982,1,FO,8,NA,NA,NA,FO-8
1982,2,FO,8,0,0,0,FO-8
1983,1,FO,8,0,0,0,FO-8
1983,2,FO,8,0,0,0,FO-8
1984,1,FO,8,0,0,0,FO-8
1984,2,FO,8,0,0,0,FO-8
1985,1,FO,8,0,0,0,FO-8
1985,2,FO,8,0,0,0,FO-8
1986,1,FO,8,0,0,0,FO-8
1986,2,FO,8,0,1,0,FO-8
1987,1,FO,8,0,0,0,FO-8
1987,2,FO,8,0,0,0,FO-8
1988,1,FO,8,0,0,0,FO-8
1988,2,FO,8,0,0,0,FO-8
1989,1,FO,8,0,0,0,FO-8
1989,2,FO,8,0,0,0,FO-8
1990,1,FO,8,0,0,0,FO-8
1990,2,FO,8,1,1,0,FO-8
1991,1,FO,8,0,0,0,FO-8
1991,2,FO,8,0,1,0,FO-8
1992,1,FO,8,0,0,0,FO-8
1992,2,FO,8,0,1,0,FO-8
1993,1,FO,8,NA,NA,NA,FO-8
1993,2,FO,8,0,0,0,FO-8
1994,1,FO,8,0,0,0,FO-8
1994,2,FO,8,0,0,0,FO-8
1995,1,FO,8,0,0,0,FO-8
1995,2,FO,8,0,0,0,FO-8
1996,1,FO,8,0,0,0,FO-8
1996,2,FO,8,0,0,0,FO-8
1997,1,FO,8,0,0,0,FO-8
1997,2,FO,8,0,0,0,FO-8
1998,1,FO,8,0,0,0,FO-8
1998,2,FO,8,0,0,0,FO-8
1999,1,FO,8,0,0,0,FO-8
1999,2,FO,8,0,0,0,FO-8
2000,1,FO,8,0,0,0,FO-8
2000,2,FO,8,0,1,0,FO-8
2001,1,FO,8,0,1,0,FO-8
2001,2,FO,8,0,0,0,FO-8
2002,1,FO,8,0,0,0,FO-8
2002,2,FO,8,0,0,0,FO-8
2003,1,FO,8,1,0,0,FO-8
2003,2,FO,8,1,0,0,FO-8
2004,1,FO,8,1,0,0,FO-8
2004,2,FO,8,1,0,0,FO-8
2005,1,FO,8,1,0,0,FO-8
2005,2,FO,8,1,0,0,FO-8
2006,1,FO,8,1,0,0,FO-8
2006,2,FO,8,1,0,0,FO-8
2007,1,FO,8,0,0,0,FO-8
2007,2,FO,8,0,0,0,FO-8
2008,1,FO,8,0,0,0,FO-8
2008,2,FO,8,0,0,0,FO-8
1982,1,FO,9,NA,NA,NA,FO-9
1982,2,FO,9,0,0,0,FO-9
1983,1,FO,9,0,0,0,FO-9
1983,2,FO,9,0,0,0,FO-9
1984,1,FO,9,0,0,0,FO-9
1984,2,FO,9,0,0,0,FO-9
1985,1,FO,9,0,0,0,FO-9
1985,2,FO,9,0,0,0,FO-9
1986,1,FO,9,0,0,0,FO-9
1986,2,FO,9,0,0,0,FO-9
1987,1,FO,9,0,0,0,FO-9
1987,2,FO,9,0,0,0,FO-9
1988,1,FO,9,0,0,0,FO-9
1988,2,FO,9,0,0,0,FO-9
1989,1,FO,9,0,0,0,FO-9
1989,2,FO,9,0,0,0,FO-9
1990,1,FO,9,0,0,0,FO-9
1990,2,FO,9,0,0,0,FO-9
1991,1,FO,9,0,0,0,FO-9
1991,2,FO,9,0,0,0,FO-9
1992,1,FO,9,0,0,0,FO-9
1992,2,FO,9,0,0,0,FO-9
1993,1,FO,9,NA,NA,NA,FO-9
1993,2,FO,9,0,0,0,FO-9
1994,1,FO,9,0,0,0,FO-9
1994,2,FO,9,0,0,0,FO-9
1995,1,FO,9,0,0,0,FO-9
1995,2,FO,9,0,0,0,FO-9
1996,1,FO,9,1,0,0,FO-9
1996,2,FO,9,1,0,0,FO-9
1997,1,FO,9,0,0,0,FO-9
1997,2,FO,9,0,0,0,FO-9
1998,1,FO,9,0,0,0,FO-9
1998,2,FO,9,0,0,0,FO-9
1999,1,FO,9,0,0,0,FO-9
1999,2,FO,9,0,0,0,FO-9
2000,1,FO,9,0,0,0,FO-9
2000,2,FO,9,0,0,0,FO-9
2001,1,FO,9,1,0,0,FO-9
2001,2,FO,9,1,0,0,FO-9
2002,1,FO,9,0,0,0,FO-9
2002,2,FO,9,1,0,0,FO-9
2003,1,FO,9,1,0,0,FO-9
2003,2,FO,9,1,0,0,FO-9
2004,1,FO,9,1,0,0,FO-9
2004,2,FO,9,1,0,0,FO-9
2005,1,FO,9,1,0,0,FO-9
2005,2,FO,9,0,0,0,FO-9
2006,1,FO,9,1,0,0,FO-9
2006,2,FO,9,0,0,0,FO-9
2007,1,FO,9,0,0,0,FO-9
2007,2,FO,9,0,0,0,FO-9
2008,1,FO,9,0,0,0,FO-9
2008,2,FO,9,0,0,0,FO-9
1982,1,FO,10,NA,NA,NA,FO-10
1982,2,FO,10,0,0,0,FO-10
1983,1,FO,10,0,0,0,FO-10
1983,2,FO,10,0,0,0,FO-10
1984,1,FO,10,0,0,0,FO-10
1984,2,FO,10,0,0,0,FO-10
1985,1,FO,10,0,0,0,FO-10
1985,2,FO,10,0,0,0,FO-10
1986,1,FO,10,0,0,0,FO-10
1986,2,FO,10,0,0,0,FO-10
1987,1,FO,10,0,0,0,FO-10
1987,2,FO,10,0,0,0,FO-10
1988,1,FO,10,0,0,0,FO-10
1988,2,FO,10,0,0,0,FO-10
1989,1,FO,10,0,0,0,FO-10
1989,2,FO,10,0,0,0,FO-10
1990,1,FO,10,0,0,0,FO-10
1990,2,FO,10,0,0,0,FO-10
1991,1,FO,10,0,0,0,FO-10
1991,2,FO,10,0,0,0,FO-10
1992,1,FO,10,0,0,0,FO-10
1992,2,FO,10,0,0,0,FO-10
1993,1,FO,10,NA,NA,NA,FO-10
1993,2,FO,10,0,0,0,FO-10
1994,1,FO,10,0,0,0,FO-10
1994,2,FO,10,0,0,0,FO-10
1995,1,FO,10,0,0,0,FO-10
1995,2,FO,10,0,0,0,FO-10
1996,1,FO,10,0,0,0,FO-10
1996,2,FO,10,1,1,0,FO-10
1997,1,FO,10,0,0,0,FO-10
1997,2,FO,10,0,0,0,FO-10
1998,1,FO,10,0,0,0,FO-10
1998,2,FO,10,0,0,0,FO-10
1999,1,FO,10,0,0,0,FO-10
1999,2,FO,10,0,0,0,FO-10
2000,1,FO,10,0,0,0,FO-10
2000,2,FO,10,0,0,0,FO-10
2001,1,FO,10,0,0,0,FO-10
2001,2,FO,10,0,0,0,FO-10
2002,1,FO,10,0,0,0,FO-10
2002,2,FO,10,0,0,0,FO-10
2003,1,FO,10,0,0,0,FO-10
2003,2,FO,10,0,0,0,FO-10
2004,1,FO,10,0,0,0,FO-10
2004,2,FO,10,0,0,0,FO-10
2005,1,FO,10,0,0,0,FO-10
2005,2,FO,10,0,0,0,FO-10
2006,1,FO,10,0,0,0,FO-10
2006,2,FO,10,0,0,0,FO-10
2007,1,FO,10,0,0,0,FO-10
2007,2,FO,10,0,0,0,FO-10
2008,1,FO,10,0,0,0,FO-10
2008,2,FO,10,0,0,0,FO-10
1982,1,FO,11,NA,NA,NA,FO-11
1982,2,FO,11,0,0,0,FO-11
1983,1,FO,11,0,0,0,FO-11
1983,2,FO,11,0,0,0,FO-11
1984,1,FO,11,0,0,0,FO-11
1984,2,FO,11,0,0,0,FO-11
1985,1,FO,11,0,0,0,FO-11
1985,2,FO,11,0,0,0,FO-11
1986,1,FO,11,0,0,0,FO-11
1986,2,FO,11,0,0,0,FO-11
1987,1,FO,11,0,0,0,FO-11
1987,2,FO,11,0,0,0,FO-11
1988,1,FO,11,0,0,0,FO-11
1988,2,FO,11,0,0,0,FO-11
1989,1,FO,11,0,0,0,FO-11
1989,2,FO,11,0,0,0,FO-11
1990,1,FO,11,0,0,0,FO-11
1990,2,FO,11,0,0,0,FO-11
1991,1,FO,11,0,0,0,FO-11
1991,2,FO,11,0,0,0,FO-11
1992,1,FO,11,0,0,0,FO-11
1992,2,FO,11,0,0,0,FO-11
1993,1,FO,11,NA,NA,NA,FO-11
1993,2,FO,11,0,0,0,FO-11
1994,1,FO,11,0,0,0,FO-11
1994,2,FO,11,0,0,0,FO-11
1995,1,FO,11,0,0,0,FO-11
1995,2,FO,11,0,0,0,FO-11
1996,1,FO,11,0,0,0,FO-11
1996,2,FO,11,0,0,0,FO-11
1997,1,FO,11,0,0,0,FO-11
1997,2,FO,11,0,0,0,FO-11
1998,1,FO,11,0,0,0,FO-11
1998,2,FO,11,0,0,0,FO-11
1999,1,FO,11,0,0,0,FO-11
1999,2,FO,11,0,0,0,FO-11
2000,1,FO,11,0,0,0,FO-11
2000,2,FO,11,0,0,0,FO-11
2001,1,FO,11,0,0,0,FO-11
2001,2,FO,11,0,0,0,FO-11
2002,1,FO,11,0,0,0,FO-11
2002,2,FO,11,0,0,0,FO-11
2003,1,FO,11,0,0,0,FO-11
2003,2,FO,11,0,0,0,FO-11
2004,1,FO,11,1,0,0,FO-11
2004,2,FO,11,0,0,0,FO-11
2005,1,FO,11,0,0,0,FO-11
2005,2,FO,11,0,0,0,FO-11
2006,1,FO,11,0,0,0,FO-11
2006,2,FO,11,0,0,0,FO-11
2007,1,FO,11,0,0,0,FO-11
2007,2,FO,11,0,0,0,FO-11
2008,1,FO,11,0,0,0,FO-11
2008,2,FO,11,0,0,0,FO-11
1982,1,FO,12,NA,NA,NA,FO-12
1982,2,FO,12,0,0,0,FO-12
1983,1,FO,12,0,0,0,FO-12
1983,2,FO,12,0,0,0,FO-12
1984,1,FO,12,0,0,0,FO-12
1984,2,FO,12,0,0,0,FO-12
1985,1,FO,12,0,0,0,FO-12
1985,2,FO,12,0,0,0,FO-12
1986,1,FO,12,0,0,0,FO-12
1986,2,FO,12,0,0,0,FO-12
1987,1,FO,12,0,0,0,FO-12
1987,2,FO,12,0,0,0,FO-12
1988,1,FO,12,0,0,0,FO-12
1988,2,FO,12,0,0,0,FO-12
1989,1,FO,12,0,0,0,FO-12
1989,2,FO,12,0,0,0,FO-12
1990,1,FO,12,0,0,0,FO-12
1990,2,FO,12,0,0,0,FO-12
1991,1,FO,12,0,0,0,FO-12
1991,2,FO,12,0,0,0,FO-12
1992,1,FO,12,0,0,0,FO-12
1992,2,FO,12,0,0,0,FO-12
1993,1,FO,12,NA,NA,NA,FO-12
1993,2,FO,12,0,0,0,FO-12
1994,1,FO,12,0,0,0,FO-12
1994,2,FO,12,0,0,0,FO-12
1995,1,FO,12,0,0,0,FO-12
1995,2,FO,12,0,0,0,FO-12
1996,1,FO,12,0,0,0,FO-12
1996,2,FO,12,0,0,0,FO-12
1997,1,FO,12,0,0,0,FO-12
1997,2,FO,12,0,0,0,FO-12
1998,1,FO,12,0,0,0,FO-12
1998,2,FO,12,0,0,0,FO-12
1999,1,FO,12,0,0,0,FO-12
1999,2,FO,12,0,0,0,FO-12
2000,1,FO,12,0,0,0,FO-12
2000,2,FO,12,0,0,0,FO-12
2001,1,FO,12,0,0,0,FO-12
2001,2,FO,12,0,0,0,FO-12
2002,1,FO,12,0,0,0,FO-12
2002,2,FO,12,0,0,0,FO-12
2003,1,FO,12,0,0,0,FO-12
2003,2,FO,12,0,0,0,FO-12
2004,1,FO,12,0,0,0,FO-12
2004,2,FO,12,0,0,0,FO-12
2005,1,FO,12,0,0,0,FO-12
2005,2,FO,12,0,0,0,FO-12
2006,1,FO,12,0,0,0,FO-12
2006,2,FO,12,0,0,0,FO-12
2007,1,FO,12,0,0,0,FO-12
2007,2,FO,12,0,0,0,FO-12
2008,1,FO,12,0,0,0,FO-12
2008,2,FO,12,0,0,0,FO-12
1982,1,FO,13,NA,NA,NA,FO-13
1982,2,FO,13,0,0,0,FO-13
1983,1,FO,13,0,0,0,FO-13
1983,2,FO,13,0,0,0,FO-13
1984,1,FO,13,0,0,0,FO-13
1984,2,FO,13,0,0,0,FO-13
1985,1,FO,13,0,0,0,FO-13
1985,2,FO,13,0,0,0,FO-13
1986,1,FO,13,0,0,0,FO-13
1986,2,FO,13,0,0,0,FO-13
1987,1,FO,13,0,0,0,FO-13
1987,2,FO,13,0,0,0,FO-13
1988,1,FO,13,0,0,0,FO-13
1988,2,FO,13,0,0,0,FO-13
1989,1,FO,13,0,0,0,FO-13
1989,2,FO,13,0,0,0,FO-13
1990,1,FO,13,0,0,0,FO-13
1990,2,FO,13,0,0,0,FO-13
1991,1,FO,13,0,0,0,FO-13
1991,2,FO,13,0,0,0,FO-13
1992,1,FO,13,0,0,0,FO-13
1992,2,FO,13,0,0,0,FO-13
1993,1,FO,13,NA,NA,NA,FO-13
1993,2,FO,13,0,0,0,FO-13
1994,1,FO,13,0,0,0,FO-13
1994,2,FO,13,0,0,0,FO-13
1995,1,FO,13,0,0,0,FO-13
1995,2,FO,13,0,0,0,FO-13
1996,1,FO,13,0,0,0,FO-13
1996,2,FO,13,1,0,0,FO-13
1997,1,FO,13,0,0,0,FO-13
1997,2,FO,13,0,0,0,FO-13
1998,1,FO,13,0,0,0,FO-13
1998,2,FO,13,0,0,0,FO-13
1999,1,FO,13,0,0,0,FO-13
1999,2,FO,13,0,0,0,FO-13
2000,1,FO,13,0,0,0,FO-13
2000,2,FO,13,0,0,0,FO-13
2001,1,FO,13,0,0,0,FO-13
2001,2,FO,13,0,0,0,FO-13
2002,1,FO,13,0,0,0,FO-13
2002,2,FO,13,0,0,0,FO-13
2003,1,FO,13,0,0,0,FO-13
2003,2,FO,13,0,0,0,FO-13
2004,1,FO,13,0,0,0,FO-13
2004,2,FO,13,0,0,0,FO-13
2005,1,FO,13,0,0,0,FO-13
2005,2,FO,13,0,0,0,FO-13
2006,1,FO,13,0,0,0,FO-13
2006,2,FO,13,0,0,0,FO-13
2007,1,FO,13,0,0,0,FO-13
2007,2,FO,13,0,0,0,FO-13
2008,1,FO,13,0,0,0,FO-13
2008,2,FO,13,0,0,0,FO-13
1982,1,FO,14,NA,NA,NA,FO-14
1982,2,FO,14,0,0,0,FO-14
1983,1,FO,14,0,0,0,FO-14
1983,2,FO,14,0,0,0,FO-14
1984,1,FO,14,0,0,0,FO-14
1984,2,FO,14,0,0,0,FO-14
1985,1,FO,14,0,0,0,FO-14
1985,2,FO,14,0,0,0,FO-14
1986,1,FO,14,0,0,0,FO-14
1986,2,FO,14,0,0,0,FO-14
1987,1,FO,14,0,0,0,FO-14
1987,2,FO,14,0,0,0,FO-14
1988,1,FO,14,0,0,0,FO-14
1988,2,FO,14,0,0,0,FO-14
1989,1,FO,14,0,0,0,FO-14
1989,2,FO,14,0,0,0,FO-14
1990,1,FO,14,0,0,0,FO-14
1990,2,FO,14,0,0,0,FO-14
1991,1,FO,14,0,0,0,FO-14
1991,2,FO,14,0,0,0,FO-14
1992,1,FO,14,0,0,0,FO-14
1992,2,FO,14,0,0,0,FO-14
1993,1,FO,14,NA,NA,NA,FO-14
1993,2,FO,14,0,0,0,FO-14
1994,1,FO,14,0,0,0,FO-14
1994,2,FO,14,0,0,0,FO-14
1995,1,FO,14,0,0,0,FO-14
1995,2,FO,14,0,0,0,FO-14
1996,1,FO,14,0,0,0,FO-14
1996,2,FO,14,0,0,0,FO-14
